course_id,college_id,course_name,specialization,duration_years,annual_fees,total_fees,intake
CRS00785,CLG0197,B.Tech,Computer Science and Engineering,4,153321,613284,120
CRS00786,CLG0197,B.Tech,Electronics and Communication Engineering,4,153321,613284,127
CRS00787,CLG0197,B.Tech,Mechanical Engineering,4,153321,613284,122
CRS00788,CLG0197,M.Tech,VLSI Design,2,76772,153544,99
CRS00789,CLG0198,B.Tech,Computer Science and Engineering,4,200695,802780,80
CRS00790,CLG0198,B.Tech,Electronics and Communication Engineering,4,200695,802780,92
CRS00791,CLG0198,B.Tech,Mechanical Engineering,4,200695,802780,81
CRS00792,CLG0198,M.Tech,VLSI Design,2,116638,233276,100
CRS00793,CLG0199,B.Tech,Computer Science and Engineering,4,144559,578236,123
CRS00794,CLG0199,B.Tech,Electronics and Communication Engineering,4,144559,578236,106
CRS00795,CLG0199,B.Tech,Mechanical Engineering,4,144559,578236,137
CRS00796,CLG0199,M.Tech,VLSI Design,2,95008,190016,116
CRS00797,CLG0200,B.Tech,Computer Science and Engineering,4,142912,571648,118
CRS00798,CLG0200,B.Tech,Electronics and Communication Engineering,4,142912,571648,118
CRS00799,CLG0200,B.Tech,Mechanical Engineering,4,142912,571648,99
CRS00800,CLG0200,M.Tech,VLSI Design,2,77690,155380,104
CRS00801,CLG0201,B.Tech,Computer Science and Engineering,4,147934,591736,124
CRS00802,CLG0201,B.Tech,Electronics and Communication Engineering,4,147934,591736,140
CRS00803,CLG0201,B.Tech,Mechanical Engineering,4,147934,591736,137
CRS00804,CLG0201,M.Tech,VLSI Design,2,85336,170672,103
CRS00805,CLG0202,B.Tech,Computer Science and Engineering,4,37361,149444,81
CRS00806,CLG0202,B.Tech,Electronics and Communication Engineering,4,37361,149444,77
CRS00807,CLG0202,B.Tech,Mechanical Engineering,4,37361,149444,103
CRS00808,CLG0202,M.Tech,VLSI Design,2,27205,54410,80
CRS00809,CLG0203,B.Tech,Computer Science and Engineering,4,76138,304552,81
CRS00810,CLG0203,B.Tech,Electronics and Communication Engineering,4,76138,304552,88
CRS00811,CLG0203,B.Tech,Mechanical Engineering,4,76138,304552,78
CRS00812,CLG0203,M.Tech,VLSI Design,2,53137,106274,86
CRS00813,CLG0204,B.Tech,Computer Science and Engineering,4,85858,343432,85
CRS00814,CLG0204,B.Tech,Electronics and Communication Engineering,4,85858,343432,99
CRS00815,CLG0204,B.Tech,Mechanical Engineering,4,85858,343432,83
CRS00816,CLG0204,M.Tech,VLSI Design,2,47740,95480,74
CRS00817,CLG0205,B.Tech,Computer Science and Engineering,4,91256,365024,76
CRS00818,CLG0205,B.Tech,Electronics and Communication Engineering,4,91256,365024,80
CRS00819,CLG0205,B.Tech,Mechanical Engineering,4,91256,365024,95
CRS00820,CLG0205,M.Tech,VLSI Design,2,49344,98688,98
CRS00821,CLG0206,B.Tech,Computer Science and Engineering,4,75461,301844,102
CRS00822,CLG0206,B.Tech,Electronics and Communication Engineering,4,75461,301844,83
CRS00823,CLG0206,B.Tech,Mechanical Engineering,4,75461,301844,87
CRS00824,CLG0206,M.Tech,VLSI Design,2,54269,108538,90
CRS00825,CLG0207,B.Tech,Computer Science and Engineering,4,69435,277740,100
CRS00826,CLG0207,B.Tech,Electronics and Communication Engineering,4,69435,277740,100
CRS00827,CLG0207,B.Tech,Mechanical Engineering,4,69435,277740,83
CRS00828,CLG0207,M.Tech,VLSI Design,2,54913,109826,87
CRS00829,CLG0208,B.Tech,Computer Science and Engineering,4,68420,273680,76
CRS00830,CLG0208,B.Tech,Electronics and Communication Engineering,4,68420,273680,88
CRS00831,CLG0208,B.Tech,Mechanical Engineering,4,68420,273680,92
CRS00832,CLG0208,M.Tech,VLSI Design,2,54613,109226,75
CRS00833,CLG0209,B.Tech,Computer Science and Engineering,4,77955,311820,88
CRS00834,CLG0209,B.Tech,Electronics and Communication Engineering,4,77955,311820,84
CRS00835,CLG0209,B.Tech,Mechanical Engineering,4,77955,311820,79
CRS00836,CLG0209,M.Tech,VLSI Design,2,46807,93614,88
CRS00837,CLG0210,B.Tech,Computer Science and Engineering,4,81569,326276,90
CRS00838,CLG0210,B.Tech,Electronics and Communication Engineering,4,81569,326276,92
CRS00839,CLG0210,B.Tech,Mechanical Engineering,4,81569,326276,90
CRS00840,CLG0210,M.Tech,VLSI Design,2,43396,86792,84
CRS00841,CLG0211,B.Tech,Computer Science and Engineering,4,79395,317580,104
CRS00842,CLG0211,B.Tech,Electronics and Communication Engineering,4,79395,317580,96
CRS00843,CLG0211,B.Tech,Mechanical Engineering,4,79395,317580,83
CRS00844,CLG0211,M.Tech,VLSI Design,2,46778,93556,79
CRS00845,CLG0212,B.Tech,Computer Science and Engineering,4,91596,366384,80
CRS00846,CLG0212,B.Tech,Electronics and Communication Engineering,4,91596,366384,100
CRS00847,CLG0212,B.Tech,Mechanical Engineering,4,91596,366384,81
CRS00848,CLG0212,M.Tech,VLSI Design,2,53985,107970,105
CRS00849,CLG0213,B.Tech,Computer Science and Engineering,4,90718,362872,85
CRS00850,CLG0213,B.Tech,Electronics and Communication Engineering,4,90718,362872,104
CRS00851,CLG0213,B.Tech,Mechanical Engineering,4,90718,362872,88
CRS00852,CLG0213,M.Tech,VLSI Design,2,49216,98432,94
CRS00853,CLG0214,BA (Hons),Political Science,3,17406,52218,70
CRS00854,CLG0214,BSc (Hons),Chemistry,3,13911,41733,66
CRS00855,CLG0214,MA,History,2,13593,27186,94
CRS00856,CLG0214,MSc,Mathematics,2,15554,31108,95
CRS00857,CLG0215,BA (Hons),English,3,13117,39351,74
CRS00858,CLG0215,BSc (Hons),Physics,3,10514,31542,80
CRS00859,CLG0215,BCom (Hons),NULL,3,12986,38958,74
CRS00860,CLG0215,MA,Economics,2,13499,26998,85
CRS00861,CLG0216,BA (Hons),English,3,13121,39363,72
CRS00862,CLG0216,BSc (Hons),Physics,3,13278,39834,75
CRS00863,CLG0216,BCom (Hons),NULL,3,10102,30306,82
CRS00864,CLG0216,MA,Economics,2,12277,24554,88
CRS00865,CLG0217,BA (Hons),English,3,11947,35841,93
CRS00866,CLG0217,BSc (Hons),Physics,3,9749,29247,90
CRS00867,CLG0217,BCom (Hons),NULL,3,13210,39630,80
CRS00868,CLG0217,MA,Economics,2,12017,24034,90
CRS00869,CLG0218,BA (Hons),English,3,10409,31227,91
CRS00870,CLG0218,BSc (Hons),Physics,3,9942,29826,90
CRS00871,CLG0218,BCom (Hons),NULL,3,11645,34935,72
CRS00872,CLG0218,MA,Economics,2,13702,27404,95
CRS00873,CLG0219,BCom (Hons),NULL,3,10068,30204,91
CRS00874,CLG0219,BCom,Accounting and Finance,3,13575,40725,74
CRS00875,CLG0219,MCom,NULL,2,13339,26678,64
CRS00876,CLG0219,BBA,NULL,3,13379,40137,82
CRS00877,CLG0220,BA (Hons),English,3,11483,34449,89
CRS00878,CLG0220,BSc (Hons),Physics,3,12438,37314,77
CRS00879,CLG0220,BCom (Hons),NULL,3,12780,38340,68
CRS00880,CLG0220,MA,Economics,2,11975,23950,81
CRS00881,CLG0221,BA (Hons),English,3,10959,32877,83
CRS00882,CLG0221,BSc (Hons),Physics,3,10608,31824,84
CRS00883,CLG0221,BCom (Hons),NULL,3,10065,30195,94
CRS00884,CLG0221,MA,Economics,2,13763,27526,92
CRS00885,CLG0222,BA (Hons),English,3,10884,32652,79
CRS00886,CLG0222,BSc (Hons),Physics,3,10440,31320,71
CRS00887,CLG0222,BCom (Hons),NULL,3,14081,42243,95
CRS00888,CLG0222,MA,Economics,2,14066,28132,94
CRS00889,CLG0223,BA (Hons),English,3,13714,41142,83
CRS00890,CLG0223,BSc (Hons),Physics,3,9972,29916,77
CRS00891,CLG0223,BCom (Hons),NULL,3,12467,37401,71
CRS00892,CLG0223,MA,Economics,2,12785,25570,69
CRS00893,CLG0224,BA (Hons),English,3,11447,34341,88
CRS00894,CLG0224,BSc (Hons),Physics,3,13089,39267,70
CRS00895,CLG0224,BCom (Hons),NULL,3,13740,41220,68
CRS00896,CLG0224,MA,Economics,2,13729,27458,80
CRS00897,CLG0225,BA (Hons),English,3,11588,34764,77
CRS00898,CLG0225,BSc (Hons),Physics,3,11035,33105,93
CRS00899,CLG0225,BCom (Hons),NULL,3,10508,31524,82
CRS00900,CLG0225,MA,Economics,2,10954,21908,66
CRS00901,CLG0226,BA (Hons),English,3,10258,30774,94
CRS00902,CLG0226,BSc (Hons),Physics,3,11396,34188,68
CRS00903,CLG0226,BCom (Hons),NULL,3,11018,33054,89
CRS00904,CLG0226,MA,Economics,2,14207,28414,84
CRS00905,CLG0227,BA (Hons),English,3,13488,40464,71
CRS00906,CLG0227,BSc (Hons),Physics,3,14040,42120,82
CRS00907,CLG0227,BCom (Hons),NULL,3,13067,39201,77
CRS00908,CLG0227,MA,Economics,2,13760,27520,64
CRS00909,CLG0228,BA (Hons),English,3,10227,30681,90
CRS00910,CLG0228,BSc (Hons),Physics,3,11143,33429,74
CRS00911,CLG0228,BCom (Hons),NULL,3,13715,41145,88
CRS00912,CLG0228,MA,Economics,2,12745,25490,74
CRS00913,CLG0229,BA (Hons),English,3,11051,33153,77
CRS00914,CLG0229,BSc (Hons),Physics,3,10872,32616,64
CRS00915,CLG0229,BCom (Hons),NULL,3,9746,29238,91
CRS00916,CLG0229,MA,Economics,2,9995,19990,71
CRS00917,CLG0230,BA (Hons),English,3,13796,41388,78
CRS00918,CLG0230,BSc (Hons),Physics,3,13100,39300,67
CRS00919,CLG0230,BCom (Hons),NULL,3,10776,32328,87
CRS00920,CLG0230,MA,Economics,2,11843,23686,88
CRS00921,CLG0231,BA (Hons),English,3,13708,41124,74
CRS00922,CLG0231,BSc (Hons),Physics,3,12471,37413,74
CRS00923,CLG0231,BCom (Hons),NULL,3,10662,31986,69
CRS00924,CLG0231,MA,Economics,2,11036,22072,88
CRS00925,CLG0232,BA (Hons),English,3,10157,30471,88
CRS00926,CLG0232,BSc (Hons),Physics,3,13933,41799,78
CRS00927,CLG0232,BCom (Hons),NULL,3,9774,29322,76
CRS00928,CLG0232,MA,Economics,2,10851,21702,74
CRS00929,CLG0233,BA (Hons),English,3,12162,36486,83
CRS00930,CLG0233,BSc (Hons),Physics,3,13392,40176,91
CRS00931,CLG0233,BCom (Hons),NULL,3,13696,41088,92
CRS00932,CLG0233,MA,Economics,2,13334,26668,68
CRS00933,CLG0234,BA (Hons),English,3,14192,42576,69
CRS00934,CLG0234,BSc (Hons),Physics,3,10729,32187,92
CRS00935,CLG0234,BCom (Hons),NULL,3,11864,35592,79
CRS00936,CLG0234,MA,Economics,2,13958,27916,83
CRS00937,CLG0235,MBBS,NULL,5.5,1646430,9055365,111
CRS00938,CLG0235,MD,General Medicine,3,1489174,4467522,8
CRS00939,CLG0235,MS,General Surgery,3,1729891,5189673,10
CRS00940,CLG0235,B.Sc Nursing,NULL,4,232796,931184,11
CRS00941,CLG0236,MBBS,NULL,5.5,76580,421190,109
CRS00942,CLG0236,MD,General Medicine,3,77039,231117,10
CRS00943,CLG0236,MS,General Surgery,3,62536,187608,10
CRS00944,CLG0236,B.Sc Nursing,NULL,4,17223,68892,8
CRS00945,CLG0237,MBBS,NULL,5.5,70910,390005,101
CRS00946,CLG0237,MD,General Medicine,3,83476,250428,11
CRS00947,CLG0237,MS,General Surgery,3,82684,248052,10
CRS00948,CLG0237,B.Sc Nursing,NULL,4,13846,55384,10
CRS00949,CLG0238,MBBS,NULL,5.5,2049966,11274813,111
CRS00950,CLG0238,MD,General Medicine,3,2240231,6720693,10
CRS00951,CLG0238,MS,General Surgery,3,1734618,5203854,9
CRS00952,CLG0238,B.Sc Nursing,NULL,4,264775,1059100,11
CRS00953,CLG0239,MBBS,NULL,5.5,66390,365145,93
CRS00954,CLG0239,MD,General Medicine,3,90499,271497,9
CRS00955,CLG0239,MS,General Surgery,3,86298,258894,9
CRS00956,CLG0239,B.Sc Nursing,NULL,4,15134,60536,8
CRS00957,CLG0240,MBBS,NULL,5.5,77232,424776,88
CRS00958,CLG0240,MD,General Medicine,3,66198,198594,9
CRS00959,CLG0240,MS,General Surgery,3,74360,223080,10
CRS00960,CLG0240,B.Sc Nursing,NULL,4,14291,57164,10
CRS00961,CLG0241,MBBS,NULL,5.5,68348,375914,108
CRS00962,CLG0241,MD,General Medicine,3,81490,244470,10
CRS00963,CLG0241,MS,General Surgery,3,78699,236097,10
CRS00964,CLG0241,B.Sc Nursing,NULL,4,14445,57780,9
CRS00965,CLG0242,MBBS,NULL,5.5,76342,419881,112
CRS00966,CLG0242,MD,General Medicine,3,91133,273399,11
CRS00967,CLG0242,MS,General Surgery,3,83639,250917,10
CRS00968,CLG0242,B.Sc Nursing,NULL,4,16164,64656,10
CRS00969,CLG0243,MBBS,NULL,5.5,72598,399289,97
CRS00970,CLG0243,MD,General Medicine,3,85848,257544,9
CRS00971,CLG0243,MS,General Surgery,3,70775,212325,11
CRS00972,CLG0243,B.Sc Nursing,NULL,4,13680,54720,9
CRS00973,CLG0244,MBBS,NULL,5.5,57710,317405,111
CRS00974,CLG0244,MD,General Medicine,3,69201,207603,8
CRS00975,CLG0244,MS,General Surgery,3,88497,265491,9
CRS00976,CLG0244,B.Sc Nursing,NULL,4,16728,66912,10
CRS00977,CLG0245,MBBS,NULL,5.5,80371,442040,87
CRS00978,CLG0245,MD,General Medicine,3,70356,211068,11
CRS00979,CLG0245,MS,General Surgery,3,65609,196827,11
CRS00980,CLG0245,B.Sc Nursing,NULL,4,16138,64552,9
CRS00981,CLG0246,MBBS,NULL,5.5,77501,426255,91
CRS00982,CLG0246,MD,General Medicine,3,68853,206559,9
CRS00983,CLG0246,MS,General Surgery,3,79417,238251,8
CRS00984,CLG0246,B.Sc Nursing,NULL,4,16795,67180,9
CRS00985,CLG0247,MBBS,NULL,5.5,79231,435770,105
CRS00986,CLG0247,MD,General Medicine,3,65496,196488,10
CRS00987,CLG0247,MS,General Surgery,3,78386,235158,10
CRS00988,CLG0247,B.Sc Nursing,NULL,4,16381,65524,10
CRS00989,CLG0248,MBBS,NULL,5.5,56873,312801,112
CRS00990,CLG0248,MD,General Medicine,3,75077,225231,8
CRS00991,CLG0248,MS,General Surgery,3,73925,221775,10
CRS00992,CLG0248,B.Sc Nursing,NULL,4,15934,63736,8
CRS00993,CLG0249,MBBS,NULL,5.5,70224,386232,87
CRS00994,CLG0249,MD,General Medicine,3,77551,232653,9
CRS00995,CLG0249,MS,General Surgery,3,79417,238251,8
CRS00996,CLG0249,B.Sc Nursing,NULL,4,13600,54400,11
CRS00997,CLG0250,MBBS,NULL,5.5,1291515,7103332,113
CRS00998,CLG0250,MD,General Medicine,3,1664058,4992174,8
CRS00999,CLG0250,MS,General Surgery,3,1770730,5312190,10
CRS01000,CLG0250,B.Sc Nursing,NULL,4,196029,784116,10
CRS01001,CLG0251,MBBS,NULL,5.5,76493,420711,107
CRS01002,CLG0251,MD,General Medicine,3,87431,262293,9
CRS01003,CLG0251,MS,General Surgery,3,76389,229167,11
CRS01004,CLG0251,B.Sc Nursing,NULL,4,14565,58260,9
CRS01005,CLG0252,MBBS,NULL,5.5,2055851,11307180,94
CRS01006,CLG0252,MD,General Medicine,3,1780594,5341782,10
CRS01007,CLG0252,MS,General Surgery,3,1994850,5984550,9
CRS01008,CLG0252,B.Sc Nursing,NULL,4,264629,1058516,9
CRS01009,CLG0253,MBBS,NULL,5.5,80917,445043,101
CRS01010,CLG0253,MD,General Medicine,3,69524,208572,10
CRS01011,CLG0253,MS,General Surgery,3,79377,238131,10
CRS01012,CLG0253,B.Sc Nursing,NULL,4,15951,63804,8
CRS01013,CLG0254,MBBS,NULL,5.5,63112,347116,85
CRS01014,CLG0254,MD,General Medicine,3,77205,231615,8
CRS01015,CLG0254,MS,General Surgery,3,65159,195477,9
CRS01016,CLG0254,B.Sc Nursing,NULL,4,13866,55464,9
CRS01017,CLG0255,MBBS,NULL,5.5,68980,379390,88
CRS01018,CLG0255,MD,General Medicine,3,68670,206010,10
CRS01019,CLG0255,MS,General Surgery,3,67485,202455,8
CRS01020,CLG0255,B.Sc Nursing,NULL,4,16622,66488,9
CRS01021,CLG0256,MBBS,NULL,5.5,80682,443751,103
CRS01022,CLG0256,MD,General Medicine,3,84638,253914,10
CRS01023,CLG0256,MS,General Surgery,3,63814,191442,8
CRS01024,CLG0256,B.Sc Nursing,NULL,4,16270,65080,8
CRS01025,CLG0257,MBBS,NULL,5.5,78075,429412,112
CRS01026,CLG0257,MD,General Medicine,3,79134,237402,10
CRS01027,CLG0257,MS,General Surgery,3,88724,266172,10
CRS01028,CLG0257,B.Sc Nursing,NULL,4,14860,59440,9
CRS01029,CLG0258,MBBS,NULL,5.5,64923,357076,112
CRS01030,CLG0258,MD,General Medicine,3,62471,187413,11
CRS01031,CLG0258,MS,General Surgery,3,74224,222672,10
CRS01032,CLG0258,B.Sc Nursing,NULL,4,14764,59056,9
CRS01033,CLG0259,MBBS,NULL,5.5,57797,317883,102
CRS01034,CLG0259,MD,General Medicine,3,89874,269622,10
CRS01035,CLG0259,MS,General Surgery,3,64295,192885,8
CRS01036,CLG0259,B.Sc Nursing,NULL,4,13790,55160,9
CRS01037,CLG0260,MBBS,NULL,5.5,82726,454993,103
CRS01038,CLG0260,MD,General Medicine,3,78595,235785,11
CRS01039,CLG0260,MS,General Surgery,3,78702,236106,10
CRS01040,CLG0260,B.Sc Nursing,NULL,4,14271,57084,9
CRS01041,CLG0261,MBBS,NULL,5.5,83792,460856,90
CRS01042,CLG0261,MD,General Medicine,3,64649,193947,10
CRS01043,CLG0261,MS,General Surgery,3,80806,242418,9
CRS01044,CLG0261,B.Sc Nursing,NULL,4,17232,68928,9
CRS01045,CLG0262,MBBS,NULL,5.5,66225,364237,114
CRS01046,CLG0262,MD,General Medicine,3,77532,232596,8
CRS01047,CLG0262,MS,General Surgery,3,73605,220815,10
CRS01048,CLG0262,B.Sc Nursing,NULL,4,12859,51436,8
CRS01049,CLG0263,MBBS,NULL,5.5,61695,339322,110
CRS01050,CLG0263,MD,General Medicine,3,75831,227493,10
CRS01051,CLG0263,MS,General Surgery,3,63617,190851,10
CRS01052,CLG0263,B.Sc Nursing,NULL,4,13486,53944,8
CRS01053,CLG0264,MBBS,NULL,5.5,67816,372988,105
CRS01054,CLG0264,MD,General Medicine,3,80603,241809,10
CRS01055,CLG0264,MS,General Surgery,3,73432,220296,11
CRS01056,CLG0264,B.Sc Nursing,NULL,4,15784,63136,8
CRS01057,CLG0265,MBA,Finance,2,377457,754914,101
CRS01058,CLG0265,MBA,Marketing,2,377457,754914,123
CRS01059,CLG0265,MBA,Operations Management,2,377457,754914,141
CRS01060,CLG0265,Executive MBA,General Management,1,514978,514978,104
CRS01061,CLG0266,MBA,Finance,2,398898,797796,131
CRS01062,CLG0266,MBA,Marketing,2,398898,797796,135
CRS01063,CLG0266,MBA,Operations Management,2,398898,797796,120
CRS01064,CLG0266,Executive MBA,General Management,1,494803,494803,97
CRS01065,CLG0267,MBA,Finance,2,442169,884338,100
CRS01066,CLG0267,MBA,Marketing,2,442169,884338,138
CRS01067,CLG0267,MBA,Operations Management,2,442169,884338,137
CRS01068,CLG0267,Executive MBA,General Management,1,463320,463320,110
CRS01069,CLG0268,MBA,Finance,2,361109,722218,109
CRS01070,CLG0268,MBA,Marketing,2,361109,722218,135
CRS01071,CLG0268,MBA,Operations Management,2,361109,722218,122
CRS01072,CLG0268,Executive MBA,General Management,1,421870,421870,137
CRS01073,CLG0269,MBA,Finance,2,424110,848220,134
CRS01074,CLG0269,MBA,Marketing,2,424110,848220,117
CRS01075,CLG0269,MBA,Operations Management,2,424110,848220,99
CRS01076,CLG0269,Executive MBA,General Management,1,521573,521573,100
CRS01077,CLG0270,MBA,Finance,2,327351,654702,97
CRS01078,CLG0270,MBA,Marketing,2,327351,654702,115
CRS01079,CLG0270,MBA,Operations Management,2,327351,654702,102
CRS01080,CLG0270,Executive MBA,General Management,1,510650,510650,131
CRS01081,CLG0271,MBA,Finance,2,309900,619800,139
CRS01082,CLG0271,MBA,Marketing,2,309900,619800,111
CRS01083,CLG0271,MBA,Operations Management,2,309900,619800,127
CRS01084,CLG0271,Executive MBA,General Management,1,485494,485494,113
CRS01085,CLG0272,MBA,Finance,2,524812,1049624,113
CRS01086,CLG0272,MBA,Marketing,2,524812,1049624,120
CRS01087,CLG0272,MBA,Operations Management,2,524812,1049624,99
CRS01088,CLG0272,Executive MBA,General Management,1,570440,570440,117
CRS01089,CLG0273,MBA,Finance,2,323760,647520,105
CRS01090,CLG0273,MBA,Marketing,2,323760,647520,131
CRS01091,CLG0273,MBA,Operations Management,2,323760,647520,100
CRS01092,CLG0273,Executive MBA,General Management,1,477344,477344,118
CRS01093,CLG0274,MBA,Finance,2,534012,1068024,126
CRS01094,CLG0274,MBA,Marketing,2,534012,1068024,104
CRS01095,CLG0274,MBA,Operations Management,2,534012,1068024,124
CRS01096,CLG0274,Executive MBA,General Management,1,572080,572080,125
CRS01097,CLG0275,MBA,Finance,2,360132,720264,132
CRS01098,CLG0275,MBA,Marketing,2,360132,720264,111
CRS01099,CLG0275,MBA,Operations Management,2,360132,720264,124
CRS01100,CLG0275,Executive MBA,General Management,1,463490,463490,123
CRS01101,CLG0276,MBA,Finance,2,321681,643362,99
CRS01102,CLG0276,MBA,Marketing,2,321681,643362,97
CRS01103,CLG0276,MBA,Operations Management,2,321681,643362,142
CRS01104,CLG0276,Executive MBA,General Management,1,419823,419823,134
CRS01105,CLG0277,MBA,Finance,2,521987,1043974,143
CRS01106,CLG0277,MBA,Marketing,2,521987,1043974,114
CRS01107,CLG0277,MBA,Operations Management,2,521987,1043974,132
CRS01108,CLG0277,Executive MBA,General Management,1,683897,683897,115
CRS01109,CLG0278,MBA,Finance,2,334481,668962,119
CRS01110,CLG0278,MBA,Marketing,2,334481,668962,132
CRS01111,CLG0278,MBA,Operations Management,2,334481,668962,99
CRS01112,CLG0278,Executive MBA,General Management,1,473658,473658,96
CRS01113,CLG0279,MBA,Finance,2,384398,768796,102
CRS01114,CLG0279,MBA,Marketing,2,384398,768796,101
CRS01115,CLG0279,MBA,Operations Management,2,384398,768796,138
CRS01116,CLG0279,Executive MBA,General Management,1,431549,431549,143
CRS01117,CLG0280,BA (Hons),English,3,10646,31938,87
CRS01118,CLG0280,BSc (Hons),Physics,3,11308,33924,91
CRS01119,CLG0280,BCom (Hons),NULL,3,10069,30207,67
CRS01120,CLG0280,MA,Economics,2,12859,25718,77
CRS01121,CLG0281,BA (Hons),English,3,13004,39012,77
CRS01122,CLG0281,BSc (Hons),Physics,3,10922,32766,92
CRS01123,CLG0281,BCom (Hons),NULL,3,11665,34995,78
CRS01124,CLG0281,MA,Economics,2,13229,26458,79
CRS01125,CLG0282,BA (Hons),English,3,10141,30423,83
CRS01126,CLG0282,BSc (Hons),Physics,3,11128,33384,68
CRS01127,CLG0282,BCom (Hons),NULL,3,13473,40419,89
CRS01128,CLG0282,MA,Economics,2,12464,24928,78
CRS01129,CLG0283,BA (Hons),English,3,9637,28911,80
CRS01130,CLG0283,BSc (Hons),Physics,3,12881,38643,85
CRS01131,CLG0283,BCom (Hons),NULL,3,13893,41679,66
CRS01132,CLG0283,MA,Economics,2,10033,20066,87
CRS01133,CLG0284,BA (Hons),English,3,59998,179994,78
CRS01134,CLG0284,BSc (Hons),Physics,3,56815,170445,69
CRS01135,CLG0284,BCom (Hons),NULL,3,55788,167364,84
CRS01136,CLG0284,MA,Economics,2,60880,121760,95
CRS01137,CLG0285,BA (Hons),English,3,10707,32121,95
CRS01138,CLG0285,BSc (Hons),Physics,3,10429,31287,72
CRS01139,CLG0285,BCom (Hons),NULL,3,12046,36138,93
CRS01140,CLG0285,MA,Economics,2,12780,25560,85
CRS01141,CLG0286,BA (Hons),English,3,13451,40353,85
CRS01142,CLG0286,BSc (Hons),Physics,3,11353,34059,76
CRS01143,CLG0286,BCom (Hons),NULL,3,12984,38952,70
CRS01144,CLG0286,MA,Economics,2,12656,25312,73
CRS01145,CLG0287,BA (Hons),English,3,67551,202653,83
CRS01146,CLG0287,BSc (Hons),Physics,3,53701,161103,64
CRS01147,CLG0287,BCom (Hons),NULL,3,66724,200172,74
CRS01148,CLG0287,MA,Economics,2,55690,111380,88
CRS01149,CLG0288,BA (Hons),English,3,9878,29634,71
CRS01150,CLG0288,BSc (Hons),Physics,3,11010,33030,70
CRS01151,CLG0288,BCom (Hons),NULL,3,13412,40236,71
CRS01152,CLG0288,MA,Economics,2,10358,20716,89
CRS01153,CLG0289,BA (Hons),English,3,10901,32703,65
CRS01154,CLG0289,BSc (Hons),Physics,3,10823,32469,85
CRS01155,CLG0289,BCom (Hons),NULL,3,10229,30687,71
CRS01156,CLG0289,MA,Economics,2,10485,20970,88
CRS01157,CLG0290,BA (Hons),English,3,11354,34062,73
CRS01158,CLG0290,BSc (Hons),Physics,3,11523,34569,88
CRS01159,CLG0290,BCom (Hons),NULL,3,13579,40737,67
CRS01160,CLG0290,MA,Economics,2,13298,26596,74
CRS01161,CLG0291,BA (Hons),English,3,14385,43155,67
CRS01162,CLG0291,BSc (Hons),Physics,3,10061,30183,87
CRS01163,CLG0291,BCom (Hons),NULL,3,10356,31068,88
CRS01164,CLG0291,MA,Economics,2,12402,24804,88
CRS01165,CLG0292,BA (Hons),English,3,9698,29094,75
CRS01166,CLG0292,BSc (Hons),Physics,3,10845,32535,70
CRS01167,CLG0292,BCom (Hons),NULL,3,13716,41148,73
CRS01168,CLG0292,MA,Economics,2,14224,28448,64
CRS01169,CLG0293,BA (Hons),English,3,11321,33963,65
CRS01170,CLG0293,BSc (Hons),Physics,3,11015,33045,88
CRS01171,CLG0293,BCom (Hons),NULL,3,9937,29811,68
CRS01172,CLG0293,MA,Economics,2,12765,25530,95
CRS01173,CLG0294,BA (Hons),English,3,56074,168222,85
CRS01174,CLG0294,BSc (Hons),Physics,3,61151,183453,64
CRS01175,CLG0294,BCom (Hons),NULL,3,62331,186993,95
CRS01176,CLG0294,MA,Economics,2,51396,102792,78
CRS01177,CLG0295,BA (Hons),English,3,10147,30441,70
CRS01178,CLG0295,BSc (Hons),Physics,3,13809,41427,94
CRS01179,CLG0295,BCom (Hons),NULL,3,11384,34152,81
CRS01180,CLG0295,MA,Economics,2,10754,21508,83
CRS01181,CLG0296,BA (Hons),English,3,11435,34305,91
CRS01182,CLG0296,BSc (Hons),Physics,3,10319,30957,73
CRS01183,CLG0296,BCom (Hons),NULL,3,9794,29382,83
CRS01184,CLG0296,MA,Economics,2,13505,27010,74
CRS01185,CLG0297,BA (Hons),English,3,59452,178356,68
CRS01186,CLG0297,BSc (Hons),Physics,3,61627,184881,64
CRS01187,CLG0297,BCom (Hons),NULL,3,52179,156537,69
CRS01188,CLG0297,MA,Economics,2,52265,104530,89
CRS01189,CLG0298,BA (Hons),English,3,62511,187533,86
CRS01190,CLG0298,BSc (Hons),Physics,3,63348,190044,89
CRS01191,CLG0298,BCom (Hons),NULL,3,61173,183519,93
CRS01192,CLG0298,MA,Economics,2,63771,127542,76
CRS01193,CLG0299,BA (Hons),English,3,61454,184362,79
CRS01194,CLG0299,BSc (Hons),Physics,3,55424,166272,81
CRS01195,CLG0299,BCom (Hons),NULL,3,64293,192879,73
CRS01196,CLG0299,MA,Economics,2,66417,132834,88
CRS01197,CLG0300,BCom (Hons),NULL,3,58765,176295,85
CRS01198,CLG0300,BCom,Accounting and Finance,3,61128,183384,67
CRS01199,CLG0300,MCom,NULL,2,59933,119866,87
CRS01200,CLG0300,BBA,NULL,3,63103,189309,67
CRS01201,CLG0301,BCom (Hons),NULL,3,66337,199011,95
CRS01202,CLG0301,BCom,Accounting and Finance,3,62455,187365,89
CRS01203,CLG0301,MCom,NULL,2,58612,117224,93
CRS01204,CLG0301,BBA,NULL,3,54222,162666,69
