cutoff_id,college_id,exam,category,course,closing_rank,year
CUT02557,CLG0256,NEET-UG,OBC-NCL,MBBS,413770,2022
CUT02558,CLG0256,NEET-UG,ST,MBBS,1200000,2023
CUT02559,CLG0256,NEET-UG,SC,MBBS,1200000,2024
CUT02560,CLG0256,NEET-UG,General,MBBS,81315,2025
CUT02561,CLG0257,NEET-UG,EWS,MBBS,483585,2021
CUT02562,CLG0257,NEET-UG,SC,MBBS,1200000,2022
CUT02563,CLG0257,NEET-UG,General,MBBS,95888,2023
CUT02564,CLG0257,NEET-UG,General,MBBS,85495,2024
CUT02565,CLG0257,NEET-UG,ST,MBBS,1200000,2025
CUT02566,CLG0257,NEET-UG,ST,MBBS,1200000,2021
CUT02567,CLG0257,NEET-UG,SC,MBBS,1200000,2022
CUT02568,CLG0257,NEET-UG,SC,MBBS,1176382,2023
CUT02569,CLG0257,NEET-UG,OBC-NCL,MBBS,353185,2024
CUT02570,CLG0257,NEET-UG,OBC-NCL,MBBS,334783,2025
CUT02571,CLG0258,NEET-UG,ST,MBBS,1200000,2021
CUT02572,CLG0258,NEET-UG,SC,MBBS,1152403,2022
CUT02573,CLG0258,NEET-UG,EWS,MBBS,441811,2023
CUT02574,CLG0258,NEET-UG,OBC-NCL,MBBS,434334,2024
CUT02575,CLG0258,NEET-UG,OBC-NCL,MBBS,379387,2025
CUT02576,CLG0258,NEET-UG,EWS,MBBS,493042,2021
CUT02577,CLG0258,NEET-UG,SC,MBBS,1200000,2022
CUT02578,CLG0258,NEET-UG,ST,MBBS,1200000,2023
CUT02579,CLG0258,NEET-UG,OBC-NCL,MBBS,393290,2024
CUT02580,CLG0258,NEET-UG,EWS,MBBS,523630,2025
CUT02581,CLG0259,NEET-UG,OBC-NCL,MBBS,427783,2021
CUT02582,CLG0259,NEET-UG,General,MBBS,82565,2022
CUT02583,CLG0259,NEET-UG,General,MBBS,91399,2023
CUT02584,CLG0259,NEET-UG,ST,MBBS,1200000,2024
CUT02585,CLG0259,NEET-UG,ST,MBBS,1200000,2025
CUT02586,CLG0259,NEET-UG,General,MBBS,82226,2021
CUT02587,CLG0259,NEET-UG,EWS,MBBS,478839,2022
CUT02588,CLG0259,NEET-UG,General,MBBS,110195,2023
CUT02589,CLG0259,NEET-UG,SC,MBBS,1200000,2024
CUT02590,CLG0259,NEET-UG,OBC-NCL,MBBS,462198,2025
CUT02591,CLG0260,NEET-UG,OBC-NCL,MBBS,455616,2021
CUT02592,CLG0260,NEET-UG,OBC-NCL,MBBS,401068,2022
CUT02593,CLG0260,NEET-UG,OBC-NCL,MBBS,439885,2023
CUT02594,CLG0260,NEET-UG,General,MBBS,88812,2024
CUT02595,CLG0260,NEET-UG,EWS,MBBS,520759,2025
CUT02596,CLG0260,NEET-UG,ST,MBBS,1200000,2021
CUT02597,CLG0260,NEET-UG,OBC-NCL,MBBS,437538,2022
CUT02598,CLG0260,NEET-UG,ST,MBBS,1200000,2023
CUT02599,CLG0260,NEET-UG,General,MBBS,85879,2024
CUT02600,CLG0260,NEET-UG,SC,MBBS,1200000,2025
CUT02601,CLG0261,NEET-UG,General,MBBS,105929,2021
CUT02602,CLG0261,NEET-UG,EWS,MBBS,553873,2022
CUT02603,CLG0261,NEET-UG,General,MBBS,113660,2023
CUT02604,CLG0261,NEET-UG,General,MBBS,101348,2024
CUT02605,CLG0261,NEET-UG,SC,MBBS,1200000,2025
CUT02606,CLG0261,NEET-UG,ST,MBBS,1200000,2021
CUT02607,CLG0261,NEET-UG,OBC-NCL,MBBS,403214,2022
CUT02608,CLG0261,NEET-UG,ST,MBBS,1200000,2023
CUT02609,CLG0261,NEET-UG,General,MBBS,90966,2024
CUT02610,CLG0261,NEET-UG,SC,MBBS,1200000,2025
CUT02611,CLG0262,NEET-UG,EWS,MBBS,494459,2021
CUT02612,CLG0262,NEET-UG,SC,MBBS,1179775,2022
CUT02613,CLG0262,NEET-UG,ST,MBBS,1200000,2023
CUT02614,CLG0262,NEET-UG,ST,MBBS,1200000,2024
CUT02615,CLG0262,NEET-UG,EWS,MBBS,565322,2025
CUT02616,CLG0262,NEET-UG,General,MBBS,89944,2021
CUT02617,CLG0262,NEET-UG,SC,MBBS,1200000,2022
CUT02618,CLG0262,NEET-UG,ST,MBBS,1200000,2023
CUT02619,CLG0262,NEET-UG,OBC-NCL,MBBS,445250,2024
CUT02620,CLG0262,NEET-UG,ST,MBBS,1200000,2025
CUT02621,CLG0263,NEET-UG,General,MBBS,98070,2021
CUT02622,CLG0263,NEET-UG,ST,MBBS,1200000,2022
CUT02623,CLG0263,NEET-UG,General,MBBS,98086,2023
CUT02624,CLG0263,NEET-UG,OBC-NCL,MBBS,459832,2024
CUT02625,CLG0263,NEET-UG,SC,MBBS,1200000,2025
CUT02626,CLG0263,NEET-UG,EWS,MBBS,534866,2021
CUT02627,CLG0263,NEET-UG,OBC-NCL,MBBS,431827,2022
CUT02628,CLG0263,NEET-UG,General,MBBS,99130,2023
CUT02629,CLG0263,NEET-UG,General,MBBS,102623,2024
CUT02630,CLG0263,NEET-UG,OBC-NCL,MBBS,460795,2025
CUT02631,CLG0264,NEET-UG,OBC-NCL,MBBS,497983,2021
CUT02632,CLG0264,NEET-UG,EWS,MBBS,634793,2022
CUT02633,CLG0264,NEET-UG,General,MBBS,105458,2023
CUT02634,CLG0264,NEET-UG,OBC-NCL,MBBS,524281,2024
CUT02635,CLG0264,NEET-UG,General,MBBS,97868,2025
CUT02636,CLG0264,NEET-UG,OBC-NCL,MBBS,429967,2021
CUT02637,CLG0264,NEET-UG,ST,MBBS,1200000,2022
CUT02638,CLG0264,NEET-UG,SC,MBBS,1200000,2023
CUT02639,CLG0264,NEET-UG,General,MBBS,109650,2024
CUT02640,CLG0264,NEET-UG,General,MBBS,99140,2025
CUT02641,CLG0265,CAT,EWS,MBA (Analytics),86.44,2021
CUT02642,CLG0265,CAT,General,MBA (Analytics),86.81,2022
CUT02643,CLG0265,CAT,ST,MBA (Analytics),70.02,2023
CUT02644,CLG0265,CAT,OBC-NCL,MBA (Analytics),83.38,2024
CUT02645,CLG0265,CAT,General,MBA (Analytics),87.66,2025
CUT02646,CLG0265,CAT,EWS,MBA (Finance),85.44,2021
CUT02647,CLG0265,CAT,ST,MBA (Finance),70.14,2022
CUT02648,CLG0265,CAT,General,MBA (Finance),87.21,2023
CUT02649,CLG0265,CAT,OBC-NCL,MBA (Finance),82.76,2024
CUT02650,CLG0265,CAT,ST,MBA (Finance),69.69,2025
CUT02651,CLG0266,CAT,EWS,MBA (Finance),84.59,2021
CUT02652,CLG0266,CAT,ST,MBA (Finance),70.26,2022
CUT02653,CLG0266,CAT,General,MBA (Finance),86.2,2023
CUT02654,CLG0266,CAT,OBC-NCL,MBA (Finance),84.4,2024
CUT02655,CLG0266,CAT,General,MBA (Finance),87.86,2025
CUT02656,CLG0266,CAT,OBC-NCL,MBA / PGP,82.82,2021
CUT02657,CLG0266,CAT,General,MBA / PGP,88.63,2022
CUT02658,CLG0266,CAT,OBC-NCL,MBA / PGP,83.34,2023
CUT02659,CLG0266,CAT,OBC-NCL,MBA / PGP,84.02,2024
CUT02660,CLG0266,CAT,General,MBA / PGP,86.58,2025
CUT02661,CLG0267,CAT,OBC-NCL,MBA (Finance),84.18,2021
CUT02662,CLG0267,CAT,OBC-NCL,MBA (Finance),85.18,2022
CUT02663,CLG0267,CAT,EWS,MBA (Finance),85.36,2023
CUT02664,CLG0267,CAT,SC,MBA (Finance),73.96,2024
CUT02665,CLG0267,CAT,General,MBA (Finance),86.37,2025
CUT02666,CLG0267,CAT,OBC-NCL,MBA (Analytics),84.33,2021
CUT02667,CLG0267,CAT,OBC-NCL,MBA (Analytics),84.78,2022
CUT02668,CLG0267,CAT,General,MBA (Analytics),86.86,2023
CUT02669,CLG0267,CAT,General,MBA (Analytics),85.04,2024
CUT02670,CLG0267,CAT,ST,MBA (Analytics),67.13,2025
CUT02671,CLG0268,CAT,SC,MBA / PGP,72.3,2021
CUT02672,CLG0268,CAT,OBC-NCL,MBA / PGP,82.52,2022
CUT02673,CLG0268,CAT,OBC-NCL,MBA / PGP,84.52,2023
CUT02674,CLG0268,CAT,EWS,MBA / PGP,82.58,2024
CUT02675,CLG0268,CAT,OBC-NCL,MBA / PGP,83.15,2025
CUT02676,CLG0268,CAT,General,MBA (Finance),85.06,2021
CUT02677,CLG0268,CAT,OBC-NCL,MBA (Finance),81.98,2022
CUT02678,CLG0268,CAT,General,MBA (Finance),87.45,2023
CUT02679,CLG0268,CAT,ST,MBA (Finance),67.0,2024
CUT02680,CLG0268,CAT,OBC-NCL,MBA (Finance),82.75,2025
CUT02681,CLG0269,CAT,SC,MBA (Analytics),77.73,2021
CUT02682,CLG0269,CAT,SC,MBA (Analytics),74.93,2022
CUT02683,CLG0269,CAT,ST,MBA (Analytics),71.14,2023
CUT02684,CLG0269,CAT,General,MBA (Analytics),88.88,2024
CUT02685,CLG0269,CAT,EWS,MBA (Analytics),85.88,2025
CUT02686,CLG0269,CAT,OBC-NCL,MBA (Finance),85.74,2021
CUT02687,CLG0269,CAT,OBC-NCL,MBA (Finance),84.05,2022
CUT02688,CLG0269,CAT,General,MBA (Finance),89.44,2023
CUT02689,CLG0269,CAT,EWS,MBA (Finance),87.15,2024
CUT02690,CLG0269,CAT,OBC-NCL,MBA (Finance),84.36,2025
CUT02691,CLG0270,CAT,General,MBA (Finance),76.93,2021
CUT02692,CLG0270,CAT,General,MBA (Finance),77.41,2022
CUT02693,CLG0270,CAT,General,MBA (Finance),75.69,2023
CUT02694,CLG0270,CAT,SC,MBA (Finance),62.63,2024
CUT02695,CLG0270,CAT,ST,MBA (Finance),59.16,2025
CUT02696,CLG0270,CAT,OBC-NCL,MBA (Analytics),73.96,2021
CUT02697,CLG0270,CAT,OBC-NCL,MBA (Analytics),73.66,2022
CUT02698,CLG0270,CAT,General,MBA (Analytics),74.27,2023
CUT02699,CLG0270,CAT,General,MBA (Analytics),75.05,2024
CUT02700,CLG0270,CAT,General,MBA (Analytics),78.68,2025
CUT02701,CLG0271,CAT,ST,MBA (Finance),59.47,2021
CUT02702,CLG0271,CAT,EWS,MBA (Finance),71.87,2022
CUT02703,CLG0271,CAT,EWS,MBA (Finance),74.59,2023
CUT02704,CLG0271,CAT,SC,MBA (Finance),65.56,2024
CUT02705,CLG0271,CAT,SC,MBA (Finance),64.92,2025
CUT02706,CLG0271,CAT,General,MBA / PGP,77.11,2021
CUT02707,CLG0271,CAT,General,MBA / PGP,75.11,2022
CUT02708,CLG0271,CAT,OBC-NCL,MBA / PGP,72.53,2023
CUT02709,CLG0271,CAT,General,MBA / PGP,76.2,2024
CUT02710,CLG0271,CAT,SC,MBA / PGP,65.3,2025
CUT02711,CLG0272,CAT,EWS,MBA (Analytics),72.55,2021
CUT02712,CLG0272,CAT,General,MBA (Analytics),75.85,2022
CUT02713,CLG0272,CAT,General,MBA (Analytics),75.26,2023
CUT02714,CLG0272,CAT,SC,MBA (Analytics),62.32,2024
CUT02715,CLG0272,CAT,ST,MBA (Analytics),57.77,2025
CUT02716,CLG0272,CAT,EWS,MBA (Finance),71.93,2021
CUT02717,CLG0272,CAT,OBC-NCL,MBA (Finance),73.77,2022
CUT02718,CLG0272,CAT,General,MBA (Finance),75.1,2023
CUT02719,CLG0272,CAT,OBC-NCL,MBA (Finance),70.74,2024
CUT02720,CLG0272,CAT,OBC-NCL,MBA (Finance),74.25,2025
CUT02721,CLG0273,CAT,ST,MBA (Analytics),54.78,2021
CUT02722,CLG0273,CAT,General,MBA (Analytics),74.99,2022
CUT02723,CLG0273,CAT,General,MBA (Analytics),74.72,2023
CUT02724,CLG0273,CAT,General,MBA (Analytics),75.16,2024
CUT02725,CLG0273,CAT,ST,MBA (Analytics),55.63,2025
CUT02726,CLG0273,CAT,OBC-NCL,MBA / PGP,69.5,2021
CUT02727,CLG0273,CAT,SC,MBA / PGP,64.05,2022
CUT02728,CLG0273,CAT,EWS,MBA / PGP,72.7,2023
CUT02729,CLG0273,CAT,General,MBA / PGP,75.28,2024
CUT02730,CLG0273,CAT,OBC-NCL,MBA / PGP,69.93,2025
CUT02731,CLG0274,CAT,General,MBA (Analytics),73.75,2021
CUT02732,CLG0274,CAT,General,MBA (Analytics),72.99,2022
CUT02733,CLG0274,CAT,SC,MBA (Analytics),63.25,2023
CUT02734,CLG0274,CAT,OBC-NCL,MBA (Analytics),70.19,2024
CUT02735,CLG0274,CAT,General,MBA (Analytics),73.83,2025
CUT02736,CLG0274,CAT,OBC-NCL,MBA / PGP,69.46,2021
CUT02737,CLG0274,CAT,OBC-NCL,MBA / PGP,70.58,2022
CUT02738,CLG0274,CAT,OBC-NCL,MBA / PGP,71.51,2023
CUT02739,CLG0274,CAT,General,MBA / PGP,73.42,2024
CUT02740,CLG0274,CAT,ST,MBA / PGP,55.66,2025
CUT02741,CLG0275,CAT,SC,MBA (Finance),62.3,2021
CUT02742,CLG0275,CAT,OBC-NCL,MBA (Finance),70.93,2022
CUT02743,CLG0275,CAT,General,MBA (Finance),74.84,2023
CUT02744,CLG0275,CAT,SC,MBA (Finance),62.39,2024
CUT02745,CLG0275,CAT,OBC-NCL,MBA (Finance),72.2,2025
CUT02746,CLG0275,CAT,SC,MBA (Analytics),62.92,2021
CUT02747,CLG0275,CAT,EWS,MBA (Analytics),73.32,2022
CUT02748,CLG0275,CAT,EWS,MBA (Analytics),73.28,2023
CUT02749,CLG0275,CAT,General,MBA (Analytics),74.98,2024
CUT02750,CLG0275,CAT,General,MBA (Analytics),74.32,2025
CUT02751,CLG0276,CAT,OBC-NCL,MBA / PGP,68.58,2021
CUT02752,CLG0276,CAT,General,MBA / PGP,73.64,2022
CUT02753,CLG0276,CAT,General,MBA / PGP,72.88,2023
CUT02754,CLG0276,CAT,General,MBA / PGP,73.93,2024
CUT02755,CLG0276,CAT,OBC-NCL,MBA / PGP,69.77,2025
CUT02756,CLG0276,CAT,SC,MBA (Analytics),59.89,2021
CUT02757,CLG0276,CAT,SC,MBA (Analytics),62.07,2022
CUT02758,CLG0276,CAT,SC,MBA (Analytics),61.0,2023
CUT02759,CLG0276,CAT,OBC-NCL,MBA (Analytics),70.25,2024
CUT02760,CLG0276,CAT,SC,MBA (Analytics),60.65,2025
CUT02761,CLG0277,CAT,OBC-NCL,MBA (Analytics),69.4,2021
CUT02762,CLG0277,CAT,EWS,MBA (Analytics),69.66,2022
CUT02763,CLG0277,CAT,General,MBA (Analytics),70.05,2023
CUT02764,CLG0277,CAT,ST,MBA (Analytics),55.47,2024
CUT02765,CLG0277,CAT,ST,MBA (Analytics),53.02,2025
CUT02766,CLG0277,CAT,General,MBA (Finance),71.36,2021
CUT02767,CLG0277,CAT,General,MBA (Finance),70.62,2022
CUT02768,CLG0277,CAT,ST,MBA (Finance),52.58,2023
CUT02769,CLG0277,CAT,SC,MBA (Finance),60.74,2024
CUT02770,CLG0277,CAT,SC,MBA (Finance),58.94,2025
CUT02771,CLG0278,CAT,ST,MBA / PGP,53.97,2021
CUT02772,CLG0278,CAT,OBC-NCL,MBA / PGP,67.96,2022
CUT02773,CLG0278,CAT,General,MBA / PGP,70.56,2023
CUT02774,CLG0278,CAT,General,MBA / PGP,71.54,2024
CUT02775,CLG0278,CAT,OBC-NCL,MBA / PGP,69.69,2025
CUT02776,CLG0278,CAT,OBC-NCL,MBA (Analytics),69.81,2021
CUT02777,CLG0278,CAT,SC,MBA (Analytics),59.21,2022
CUT02778,CLG0278,CAT,EWS,MBA (Analytics),68.38,2023
CUT02779,CLG0278,CAT,OBC-NCL,MBA (Analytics),69.23,2024
CUT02780,CLG0278,CAT,General,MBA (Analytics),72.64,2025
CUT02781,CLG0279,CAT,OBC-NCL,MBA / PGP,69.35,2021
CUT02782,CLG0279,CAT,General,MBA / PGP,71.54,2022
CUT02783,CLG0279,CAT,General,MBA / PGP,71.44,2023
CUT02784,CLG0279,CAT,ST,MBA / PGP,52.67,2024
CUT02785,CLG0279,CAT,OBC-NCL,MBA / PGP,67.78,2025
CUT02786,CLG0279,CAT,General,MBA (Analytics),71.27,2021
CUT02787,CLG0279,CAT,EWS,MBA (Analytics),69.29,2022
CUT02788,CLG0279,CAT,SC,MBA (Analytics),58.15,2023
CUT02789,CLG0279,CAT,SC,MBA (Analytics),57.47,2024
CUT02790,CLG0279,CAT,SC,MBA (Analytics),59.49,2025
CUT02791,CLG0280,CUET-UG,General,B.A. (Hons.) English,7735,2021
CUT02792,CLG0280,CUET-UG,OBC-NCL,B.A. (Hons.) English,31952,2022
CUT02793,CLG0280,CUET-UG,SC,B.A. (Hons.) English,92122,2023
CUT02794,CLG0280,CUET-UG,OBC-NCL,B.A. (Hons.) English,31596,2024
CUT02795,CLG0280,CUET-UG,OBC-NCL,B.A. (Hons.) English,32074,2025
CUT02796,CLG0280,CUET-UG,General,B.Sc. (Hons.) Mathematics,6435,2021
CUT02797,CLG0280,CUET-UG,General,B.Sc. (Hons.) Mathematics,8517,2022
CUT02798,CLG0280,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,32770,2023
CUT02799,CLG0280,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,29300,2024
CUT02800,CLG0280,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,31767,2025
CUT02801,CLG0281,CUET-UG,ST,B.Sc. (Hons.) Mathematics,219427,2021
CUT02802,CLG0281,CUET-UG,SC,B.Sc. (Hons.) Mathematics,104922,2022
CUT02803,CLG0281,CUET-UG,SC,B.Sc. (Hons.) Mathematics,111165,2023
CUT02804,CLG0281,CUET-UG,General,B.Sc. (Hons.) Mathematics,7654,2024
CUT02805,CLG0281,CUET-UG,ST,B.Sc. (Hons.) Mathematics,202068,2025
CUT02806,CLG0281,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,31803,2021
CUT02807,CLG0281,CUET-UG,SC,B.A. (Hons.) Economics,119843,2022
CUT02808,CLG0281,CUET-UG,General,B.A. (Hons.) Economics,7113,2023
CUT02809,CLG0281,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,35075,2024
CUT02810,CLG0281,CUET-UG,ST,B.A. (Hons.) Economics,218033,2025
CUT02811,CLG0282,CUET-UG,SC,B.A. (Hons.) English,110129,2021
CUT02812,CLG0282,CUET-UG,ST,B.A. (Hons.) English,240067,2022
CUT02813,CLG0282,CUET-UG,ST,B.A. (Hons.) English,264123,2023
CUT02814,CLG0282,CUET-UG,OBC-NCL,B.A. (Hons.) English,34930,2024
CUT02815,CLG0282,CUET-UG,SC,B.A. (Hons.) English,118961,2025
CUT02816,CLG0282,CUET-UG,General,B.Sc. (Hons.) Physics,8022,2021
CUT02817,CLG0282,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,36550,2022
CUT02818,CLG0282,CUET-UG,General,B.Sc. (Hons.) Physics,8676,2023
CUT02819,CLG0282,CUET-UG,General,B.Sc. (Hons.) Physics,8483,2024
CUT02820,CLG0282,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,41608,2025
CUT02821,CLG0283,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,38824,2021
CUT02822,CLG0283,CUET-UG,ST,B.Sc. (Hons.) Mathematics,272409,2022
CUT02823,CLG0283,CUET-UG,EWS,B.Sc. (Hons.) Mathematics,41717,2023
CUT02824,CLG0283,CUET-UG,General,B.Sc. (Hons.) Mathematics,7434,2024
CUT02825,CLG0283,CUET-UG,ST,B.Sc. (Hons.) Mathematics,237163,2025
CUT02826,CLG0283,CUET-UG,SC,B.A. (Hons.) Economics,113188,2021
CUT02827,CLG0283,CUET-UG,SC,B.A. (Hons.) Economics,128270,2022
CUT02828,CLG0283,CUET-UG,SC,B.A. (Hons.) Economics,116586,2023
CUT02829,CLG0283,CUET-UG,General,B.A. (Hons.) Economics,7745,2024
CUT02830,CLG0283,CUET-UG,General,B.A. (Hons.) Economics,7794,2025
CUT02831,CLG0284,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,35279,2021
CUT02832,CLG0284,CUET-UG,EWS,B.Sc. (Hons.) Physics,44218,2022
CUT02833,CLG0284,CUET-UG,General,B.Sc. (Hons.) Physics,9000,2023
CUT02834,CLG0284,CUET-UG,ST,B.Sc. (Hons.) Physics,297516,2024
CUT02835,CLG0284,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,46546,2025
CUT02836,CLG0284,CUET-UG,SC,B.A. (Hons.) Economics,116424,2021
CUT02837,CLG0284,CUET-UG,SC,B.A. (Hons.) Economics,108992,2022
CUT02838,CLG0284,CUET-UG,General,B.A. (Hons.) Economics,9977,2023
CUT02839,CLG0284,CUET-UG,EWS,B.A. (Hons.) Economics,56158,2024
CUT02840,CLG0284,CUET-UG,ST,B.A. (Hons.) Economics,286008,2025
CUT02841,CLG0285,CUET-UG,ST,B.Sc. (Hons.) Mathematics,273750,2021
CUT02842,CLG0285,CUET-UG,General,B.Sc. (Hons.) Mathematics,8800,2022
CUT02843,CLG0285,CUET-UG,General,B.Sc. (Hons.) Mathematics,9778,2023
CUT02844,CLG0285,CUET-UG,ST,B.Sc. (Hons.) Mathematics,292275,2024
CUT02845,CLG0285,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,46143,2025
CUT02846,CLG0285,CUET-UG,General,B.Sc. (Hons.) Physics,9996,2021
CUT02847,CLG0285,CUET-UG,General,B.Sc. (Hons.) Physics,9421,2022
CUT02848,CLG0285,CUET-UG,SC,B.Sc. (Hons.) Physics,140224,2023
CUT02849,CLG0285,CUET-UG,General,B.Sc. (Hons.) Physics,9989,2024
CUT02850,CLG0285,CUET-UG,ST,B.Sc. (Hons.) Physics,333820,2025
CUT02851,CLG0286,CUET-UG,EWS,B.Sc. (Hons.) Mathematics,54956,2021
CUT02852,CLG0286,CUET-UG,SC,B.Sc. (Hons.) Mathematics,151195,2022
CUT02853,CLG0286,CUET-UG,ST,B.Sc. (Hons.) Mathematics,329169,2023
CUT02854,CLG0286,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,42772,2024
CUT02855,CLG0286,CUET-UG,SC,B.Sc. (Hons.) Mathematics,142715,2025
CUT02856,CLG0286,CUET-UG,OBC-NCL,B.A. (Hons.) English,45733,2021
CUT02857,CLG0286,CUET-UG,General,B.A. (Hons.) English,11725,2022
CUT02858,CLG0286,CUET-UG,General,B.A. (Hons.) English,9778,2023
CUT02859,CLG0286,CUET-UG,OBC-NCL,B.A. (Hons.) English,48176,2024
CUT02860,CLG0286,CUET-UG,OBC-NCL,B.A. (Hons.) English,44175,2025
CUT02861,CLG0287,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,53259,2021
CUT02862,CLG0287,CUET-UG,General,B.Sc. (Hons.) Physics,10280,2022
CUT02863,CLG0287,CUET-UG,General,B.Sc. (Hons.) Physics,11853,2023
CUT02864,CLG0287,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,52344,2024
CUT02865,CLG0287,CUET-UG,SC,B.Sc. (Hons.) Physics,149993,2025
CUT02866,CLG0287,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,50697,2021
CUT02867,CLG0287,CUET-UG,General,B.A. (Hons.) Economics,11615,2022
CUT02868,CLG0287,CUET-UG,EWS,B.A. (Hons.) Economics,62256,2023
CUT02869,CLG0287,CUET-UG,SC,B.A. (Hons.) Economics,165211,2024
CUT02870,CLG0287,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,53648,2025
CUT02871,CLG0288,CUET-UG,General,B.A. (Hons.) English,10456,2021
CUT02872,CLG0288,CUET-UG,OBC-NCL,B.A. (Hons.) English,47955,2022
CUT02873,CLG0288,CUET-UG,OBC-NCL,B.A. (Hons.) English,44964,2023
CUT02874,CLG0288,CUET-UG,OBC-NCL,B.A. (Hons.) English,52292,2024
CUT02875,CLG0288,CUET-UG,General,B.A. (Hons.) English,12250,2025
CUT02876,CLG0288,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,44563,2021
CUT02877,CLG0288,CUET-UG,ST,B.Sc. (Hons.) Mathematics,343598,2022
CUT02878,CLG0288,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,51101,2023
CUT02879,CLG0288,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,52708,2024
CUT02880,CLG0288,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,54789,2025
CUT02881,CLG0289,CUET-UG,EWS,B.Sc. (Hons.) Mathematics,68539,2021
CUT02882,CLG0289,CUET-UG,General,B.Sc. (Hons.) Mathematics,13709,2022
CUT02883,CLG0289,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,49759,2023
CUT02884,CLG0289,CUET-UG,SC,B.Sc. (Hons.) Mathematics,165564,2024
CUT02885,CLG0289,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,49275,2025
CUT02886,CLG0289,CUET-UG,General,B.A. (Hons.) English,12602,2021
CUT02887,CLG0289,CUET-UG,OBC-NCL,B.A. (Hons.) English,51478,2022
CUT02888,CLG0289,CUET-UG,OBC-NCL,B.A. (Hons.) English,50785,2023
CUT02889,CLG0289,CUET-UG,EWS,B.A. (Hons.) English,62733,2024
CUT02890,CLG0289,CUET-UG,General,B.A. (Hons.) English,12241,2025
CUT02891,CLG0290,CUET-UG,General,B.Sc. (Hons.) Physics,12830,2021
CUT02892,CLG0290,CUET-UG,OBC-NCL,B.Sc. (Hons.) Physics,51242,2022
CUT02893,CLG0290,CUET-UG,General,B.Sc. (Hons.) Physics,12943,2023
CUT02894,CLG0290,CUET-UG,SC,B.Sc. (Hons.) Physics,170072,2024
CUT02895,CLG0290,CUET-UG,ST,B.Sc. (Hons.) Physics,370850,2025
CUT02896,CLG0290,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,58305,2021
CUT02897,CLG0290,CUET-UG,OBC-NCL,B.A. (Hons.) Economics,49560,2022
CUT02898,CLG0290,CUET-UG,General,B.A. (Hons.) Economics,12665,2023
CUT02899,CLG0290,CUET-UG,EWS,B.A. (Hons.) Economics,61223,2024
CUT02900,CLG0290,CUET-UG,SC,B.A. (Hons.) Economics,181701,2025
CUT02901,CLG0291,CUET-UG,General,B.Sc. (Hons.) Mathematics,12956,2021
CUT02902,CLG0291,CUET-UG,General,B.Sc. (Hons.) Mathematics,11654,2022
CUT02903,CLG0291,CUET-UG,OBC-NCL,B.Sc. (Hons.) Mathematics,53254,2023
CUT02904,CLG0291,CUET-UG,SC,B.Sc. (Hons.) Mathematics,187535,2024
CUT02905,CLG0291,CUET-UG,General,B.Sc. (Hons.) Mathematics,11080,2025
CUT02906,CLG0291,CUET-UG,EWS,B.A. (Hons.) English,73576,2021
CUT02907,CLG0291,CUET-UG,SC,B.A. (Hons.) English,174454,2022
CUT02908,CLG0291,CUET-UG,General,B.A. (Hons.) English,12030,2023
CUT02909,CLG0291,CUET-UG,OBC-NCL,B.A. (Hons.) English,62974,2024
CUT02910,CLG0291,CUET-UG,General,B.A. (Hons.) English,12594,2025
CUT02911,CLG0292,CUET-UG,General,B.Sc. (Hons.) Physics,12581,2021
CUT02912,CLG0292,CUET-UG,SC,B.Sc. (Hons.) Physics,180898,2022
CUT02913,CLG0292,CUET-UG,General,B.Sc. (Hons.) Physics,14727,2023
CUT02914,CLG0292,CUET-UG,SC,B.Sc. (Hons.) Physics,190403,2024
CUT02915,CLG0292,CUET-UG,General,B.Sc. (Hons.) Physics,14582,2025
CUT02916,CLG0292,CUET-UG,General,B.A. (Hons.) English,12714,2021
CUT02917,CLG0292,CUET-UG,SC,B.A. (Hons.) English,174773,2022
CUT02918,CLG0292,CUET-UG,OBC-NCL,B.A. (Hons.) English,63358,2023
CUT02919,CLG0292,CUET-UG,General,B.A. (Hons.) English,13877,2024
